"","word","polarity","n"
"84337","쫄망",NA,1
"84338","쫄병들에게",NA,1
"84339","쫄보개미들",NA,1
"84340","쫄보들이",NA,1
"84341","쫄보들좀털",NA,1
"84342","쫄보라서",NA,1
"84343","쫄보분들",NA,1
"84344","쫄보새끼",NA,1
"84345","쫄보새키덜",NA,1
"84346","쫄보색히들",NA,1
"84347","쫄보쉑들",NA,1
"84348","쫄보아",NA,1
"84349","쫄보안티들",NA,1
"84350","쫄보인",NA,1
"84351","쫄보인가",NA,1
"84352","쫄보입니",NA,1
"84353","쫄보처럼",NA,1
"84354","쫄보코리",NA,1
"84355","쫄심장이",NA,1
"84356","쫄아가지고",NA,1
"84357","쫄아서던진사람",NA,1
"84358","쫄아서팔고",NA,1
"84359","쫄아서팔면",NA,1
"84360","쫄아있어",NA,1
"84361","쫄아팔면",NA,1
"84362","쫄앗",NA,1
"84363","쫄앗다",NA,1
"84364","쫄았나",NA,1
"84365","쫄이유가업다고",NA,1
"84366","쫄지마세여",NA,1
"84367","쫄지말고붙으셔",NA,1
"84368","쫄지말구",NA,1
"84369","쫄지말자",NA,1
"84370","쫄진마라",NA,1
"84371","쫄탱이라",NA,1
"84372","쫄튀해",NA,1
"84373","쫄필요가",NA,1
"84374","쫌내려와",NA,1
"84375","쫌더내려주세",NA,1
"84376","쫌듣지",NA,1
"84377","쫌생이들만",NA,1
"84378","쫌생이들이",NA,1
"84379","쫌쉬",NA,1
"84380","쫌올려달라",NA,1
"84381","쫌이따",NA,1
"84382","쫌잇으면",NA,1
"84383","쫌있다",NA,1
"84384","쫌있어봐",NA,1
"84385","쫌팔아주세",NA,1
"84386","쫌팽이",NA,1
"84387","쫌팽인",NA,1
"84388","쫏겨나",NA,1
"84389","쫏됐",NA,1
"84390","쫏아가",NA,1
"84391","쫑까는",NA,1
"84392","쫓아올라니",NA,1
"84393","쫙내려줘야",NA,1
"84394","쫙빠지",NA,1
"84395","쫙빼",NA,1
"84396","쫙짝",NA,1
"84397","쫙쫙",NA,1
"84398","쫙쫙간",NA,1
"84399","쫙한다는건",NA,1
"84400","쫴애애애",NA,1
"84401","쫴애애애애애",NA,1
"84402","쬐금올리고",NA,1
"84403","쬐깐",NA,1
"84404","쬐끔떨어지니",NA,1
"84405","쬐끔수",NA,1
"84406","쬐끔씩",NA,1
"84407","쬐끔추",NA,1
"84408","쬐다",NA,1
"84409","쬐메",NA,1
"84410","쭈구리고",NA,1
"84411","쭈그",NA,1
"84412","쭈글이들님",NA,1
"84413","쭈꾸미",NA,1
"84414","쭈루룩이데",NA,1
"84415","쭈린이",NA,1
"84416","쭈린이들을",NA,1
"84417","쭈아아",NA,1
"84418","쭈어",NA,1
"84419","쭈어야지",NA,1
"84420","쭈에",NA,1
"84421","쭈와",NA,1
"84422","쭈우어",NA,1
"84423","쭈욱가",NA,1
"84424","쭈욱뺍니다",NA,1
"84425","쭈욱뻣는듯한",NA,1
"84426","쭈욱오르",NA,1
"84427","쭈욱쭈",NA,1
"84428","쭈워어어어",NA,1
"84429","쭉가다",NA,1
"84430","쭉가지고",NA,1
"84431","쭉간다고",NA,1
"84432","쭉갈거같은",NA,1
"84433","쭉갑니",NA,1
"84434","쭉나락행인",NA,1
"84435","쭉내린",NA,1
"84436","쭉뚝",NA,1
"84437","쭉보니",NA,1
"84438","쭉빠",NA,1
"84439","쭉빠져",NA,1
"84440","쭉빠졌다",NA,1
"84441","쭉빠지",NA,1
"84442","쭉빠지네",NA,1
"84443","쭉빠진",NA,1
"84444","쭉빠진다보면되",NA,1
"84445","쭉빠질",NA,1
"84446","쭉빼고",NA,1
"84447","쭉뺀",NA,1
"84448","쭉뺀이유",NA,1
"84449","쭉오른",NA,1
"84450","쭉올라간",NA,1
"84451","쭉올라버리",NA,1
"84452","쭉올랏구",NA,1
"84453","쭉올려라",NA,1
"84454","쭉우욱",NA,1
"84455","쭉욱",NA,1
"84456","쭉이",NA,1
"84457","쭉정",NA,1
"84458","쭉죽",NA,1
"84459","쭉쭉가자나",NA,1
"84460","쭉쭉가즈",NA,1
"84461","쭉쭉간",NA,1
"84462","쭉쭉간다",NA,1
"84463","쭉쭉내려",NA,1
"84464","쭉쭉내려라",NA,1
"84465","쭉쭉떨어지",NA,1
"84466","쭉쭉빠지네",NA,1
"84467","쭉쭉빠지는거봐",NA,1
"84468","쭉쭉빼",NA,1
"84469","쭉쭉오르는",NA,1
"84470","쭉쭉오르진않을",NA,1
"84471","쭉쭉올란간다",NA,1
"84472","쭉쭉이다",NA,1
"84473","쭉쭉인데",NA,1
"84474","쭉쭉쭈욱빠지",NA,1
"84475","쭉쭉쭉쭉",NA,1
"84476","쭉쭉쭉쭉쭉",NA,1
"84477","쭉쮜",NA,1
"84478","쭉폭",NA,1
"84479","쭉하락",NA,1
"84480","쭙쭙",NA,1
"84481","쭙쭙하는",NA,1
"84482","쭝국자",NA,1
"84483","쭤어",NA,1
"84484","쭤억억",NA,1
"84485","쭤억하는",NA,1
"84486","쭤억해",NA,1
"84487","쭤엉어어",NA,1
"84488","쭤워어",NA,1
"84489","쭤워워어어",NA,1
"84490","쮜애애애",NA,1
"84491","쮸나",NA,1
"84492","쮸린이",NA,1
"84493","쮸아아아아",NA,1
"84494","쯔라시",NA,1
"84495","쯔쁘어어어",NA,1
"84496","쯔아아",NA,1
"84497","쯔양",NA,1
"84498","쯔어어어어어",NA,1
"84499","쯔억충들",NA,1
"84500","쯔웨에에에에에",NA,1
"84501","쯔웨엑",NA,1
"84502","쯔으으으",NA,1
"84503","쯔짝학문꽈들",NA,1
"84504","쯤들어가봐야겟",NA,1
"84505","쯤오면",NA,1
"84506","쯤이",NA,1
"84507","쯤이면",NA,1
"84508","쯤이었",NA,1
"84509","찌개국밥지",NA,1
"84510","찌개국밥지가",NA,1
"84511","찌개국밥지를",NA,1
"84512","찌개국밥지였",NA,1
"84513","찌거",NA,1
"84514","찌그러저",NA,1
"84515","찌그러질시",NA,1
"84516","찌글찌글",NA,1
"84517","찌끄러기",NA,1
"84518","찌끄레기",NA,1
"84519","찌끄려되던",NA,1
"84520","찌끔씩",NA,1
"84521","찌끼리본",NA,1
"84522","찌라시놈",NA,1
"84523","찌라시는",NA,1
"84524","찌라시다",NA,1
"84525","찌라시도",NA,1
"84526","찌라시도는",NA,1
"84527","찌라시돈",NA,1
"84528","찌라시로",NA,1
"84529","찌라시말들",NA,1
"84530","찌라시보단",NA,1
"84531","찌라시본사",NA,1
"84532","찌라시에",NA,1
"84533","찌라시였",NA,1
"84534","찌라시인지",NA,1
"84535","찌라시좀",NA,1
"84536","찌랄",NA,1
"84537","찌릿찌",NA,1
"84538","찌발",NA,1
"84539","찌빠빠들",NA,1
"84540","찌저발기",NA,1
"84541","찌지리",NA,1
"84542","찌지직",NA,1
"84543","찌질니",NA,1
"84544","찌질이들만",NA,1
"84545","찌질이들에",NA,1
"84546","찌질이들인",NA,1
"84547","찌질이라는",NA,1
"84548","찌질이주",NA,1
"84549","찌질한시키들",NA,1
"84550","찌찌이들",NA,1
"84551","찌찔이",NA,1
"84552","찍겟",NA,1
"84553","찍겠네내",NA,1
"84554","찍겠습니",NA,1
"84555","찍고있",NA,1
"84556","찍고하락예",NA,1
"84557","찍나보",NA,1
"84558","찍는거보",NA,1
"84559","찍는대",NA,1
"84560","찍는방",NA,1
"84561","찍는순간부",NA,1
"84562","찍는애들",NA,1
"84563","찍는일",NA,1
"84564","찍두",NA,1
"84565","찍소리",NA,1
"84566","찍소리없",NA,1
"84567","찍싸고",NA,1
"84568","찍어내리는거",NA,1
"84569","찍어내리는수준이",NA,1
"84570","찍어낼거",NA,1
"84571","찍어놔",NA,1
"84572","찍어누르는거",NA,1
"84573","찍어누른다",NA,1
"84574","찍어눌러라",NA,1
"84575","찍어눌러버리니",NA,1
"84576","찍어눌러서",NA,1
"84577","찍어눌러지",NA,1
"84578","찍어눌럿",NA,1
"84579","찍어봅시",NA,1
"84580","찍어야한다고본",NA,1
"84581","찍어자너",NA,1
"84582","찍어주길",NA,1
"84583","찍어주지마",NA,1
"84584","찍어준거",NA,1
"84585","찍어줄거",NA,1
"84586","찍어줍시",NA,1
"84587","찍어줘야되는거아니",NA,1
"84588","찍엇",NA,1
"84589","찍엇겟",NA,1
"84590","찍엇나",NA,1
"84591","찍엇다",NA,1
"84592","찍었구",NA,1
"84593","찍었자너",NA,1
"84594","찍으러가",NA,1
"84595","찍으러갈때",NA,1
"84596","찍으련",NA,1
"84597","찍으로",NA,1
"84598","찍으로갈차",NA,1
"84599","찍으면나갈레",NA,1
"84600","찍으믄",NA,1
"84601","찍은거있던",NA,1
"84602","찍은건",NA,1
"84603","찍은날은",NA,1
"84604","찍은상",NA,1
"84605","찍은주",NA,1
"84606","찍을거같",NA,1
"84607","찍을거같으면",NA,1
"84608","찍을거같은",NA,1
"84609","찍을거지만",NA,1
"84610","찍을것같지않",NA,1
"84611","찍을기",NA,1
"84612","찍을꺼같아",NA,1
"84613","찍을꺼라곤",NA,1
"84614","찍을라했더",NA,1
"84615","찍을려",NA,1
"84616","찍을수있",NA,1
"84617","찍을일은",NA,1
"84618","찍을일이제없",NA,1
"84619","찍읍니",NA,1
"84620","찍읍시",NA,1
"84621","찍이다",NA,1
"84622","찍지맙시",NA,1
"84623","찍혓",NA,1
"84624","찍혔습니",NA,1
"84625","찍히",NA,1
"84626","찍히겟",NA,1
"84627","찍히던거에",NA,1
"84628","찍힌순",NA,1
"84629","찐검찰",NA,1
"84630","찐고수님",NA,1
"84631","찐공포",NA,1
"84632","찐국지가",NA,1
"84633","찐따짓하다가",NA,1
"84634","찐바닥이",NA,1
"84635","찐바닥이다",NA,1
"84636","찐바닥확",NA,1
"84637","찐반",NA,1
"84638","찐반등",NA,1
"84639","찐반등가시져",NA,1
"84640","찐반등인가요",NA,1
"84641","찐반등입니다",NA,1
"84642","찐반인가",NA,1
"84643","찐봔인",NA,1
"84644","찐빵맛",NA,1
"84645","찐빼먹고",NA,1
"84646","찐상승전에",NA,1
"84647","찐원",NA,1
"84648","찐은",NA,1
"84649","찐이다",NA,1
"84650","찐이다시",NA,1
"84651","찐이란",NA,1
"84652","찐인",NA,1
"84653","찐인갑",NA,1
"84654","찐인듯",NA,1
"84655","찐입니다",NA,1
"84656","찐주주들",NA,1
"84657","찐주주입니",NA,1
"84658","찐짜",NA,1
"84659","찐짜네요",NA,1
"84660","찐찐찐찐",NA,1
"84661","찐퉁",NA,1
"84662","찐팬인",NA,1
"84663","찐하",NA,1
"84664","찐하게",NA,1
"84665","찐하락은",NA,1
"84666","찔금거려서",NA,1
"84667","찔금찔금",NA,1
"84668","찔끔내",NA,1
"84669","찔끔댄다고",NA,1
"84670","찔끔씩빼",NA,1
"84671","찔끔오르",NA,1
"84672","찔끔오르나",NA,1
"84673","찔끔오르면",NA,1
"84674","찔끔올랏",NA,1
"84675","찔끔이냐",NA,1
"84676","찔끔이드만",NA,1
"84677","찔끔찔금거리지말구",NA,1
"84678","찔리다",NA,1
"84679","찜질",NA,1
"84680","찜찜",NA,1
"84681","찜찜하단",NA,1
"84682","찜찜한데",NA,1
"84683","찜했으",NA,1
"84684","찝어준",NA,1
"84685","찝어줍니",NA,1
"84686","찝어줬",NA,1
"84687","찝은",NA,1
"84688","찝쩍",NA,1
"84689","찝찝한",NA,1
"84690","찝찝해",NA,1
"84691","찝찝해서",NA,1
"84692","찡얼거리는거",NA,1
"84693","찡찡",NA,1
"84694","찡찡거",NA,1
"84695","찡찡대",NA,1
"84696","찡찡대지좀",NA,1
"84697","찡찡댈거면",NA,1
"84698","찡찡이지",NA,1
"84699","찡하다",-2,1
"84700","찢갈이",NA,1
"84701","찢도",NA,1
"84702","찢되면",NA,1
"84703","찢어갈겼을텐",NA,1
"84704","찢어놨",NA,1
"84705","찢어발겨",NA,1
"84706","찢어버리고싶",NA,1
"84707","찢어져버렷",NA,1
"84708","찢어주",NA,1
"84709","찢어죽이고",NA,1
"84710","찢어지게생겼",NA,1
"84711","찢어지는과",NA,1
"84712","찢어질거같으면",NA,1
"84713","찢여",NA,1
"84714","찢을게요",NA,1
"84715","찢이",NA,1
"84716","찢죄명",NA,1
"84717","찢지지자들은",NA,1
"84718","찢찍",NA,1
"84719","찢파리나",NA,1
"84720","차감염",NA,1
"84721","차공격",NA,1
"84722","차근차",NA,1
"84723","차근차근가",NA,1
"84724","차기대권",NA,1
"84725","차기대통",NA,1
"84726","차기대통령감",NA,1
"84727","차기대통후보",NA,1
"84728","차기영부인",NA,1
"84729","차기정권",NA,1
"84730","차기정부",NA,1
"84731","차는거",NA,1
"84732","차단기능",NA,1
"84733","차단다",NA,1
"84734","차단설정",NA,1
"84735","차단시키",NA,1
"84736","차단타성공가보",NA,1
"84737","차단해",NA,1
"84738","차대떡락",NA,1
"84739","차대유행과",NA,1
"84740","차대출",NA,1
"84741","차대폭락",NA,1
"84742","차대폭락을",NA,1
"84743","차도사람도",NA,1
"84744","차돌리는중입니",NA,1
"84745","차등감자",NA,1
"84746","차떡락",NA,1
"84747","차라리그곳가겠",NA,1
"84748","차라이",NA,1
"84749","차랠리까지",NA,1
"84750","차랠리다",NA,1
"84751","차량공유",NA,1
"84752","차량관련",NA,1
"84753","차량구매",NA,1
"84754","차량번호",NA,1
"84755","차량시위",NA,1
"84756","차렷구만",NA,1
"84757","차례상",NA,1
"84758","차례왔",NA,1
"84759","차례인가보",NA,1
"84760","차례입니",NA,1
"84761","차료제",NA,1
"84762","차린거",NA,1
"84763","차릴려",NA,1
"84764","차립시",NA,1
"84765","차매도사",NA,1
"84766","차매도축소가격제",NA,1
"84767","차매수권에",NA,1
"84768","차매수맥점가",NA,1
"84769","차매수타",NA,1
"84770","차명",NA,1
"84771","차명여부조사",NA,1
"84772","차명여부조사다",NA,1
"84773","차목",NA,1
"84774","차바",NA,1
"84775","차바꾸겠다",NA,1
"84776","차바꾸고",NA,1
"84777","차바꾸려고",NA,1
"84778","차바닥",NA,1
"84779","차바이오텍에게",NA,1
"84780","차박아",NA,1
"84781","차반인",NA,1
"84782","차밴",NA,1
"84783","차번지점프대세팅완",NA,1
"84784","차베스경제",NA,1
"84785","차별금지법",NA,1
"84786","차별화되는구",NA,1
"84787","차병원",NA,1
"84788","차보호예수제",NA,1
"84789","차분하게",NA,1
"84790","차분하게지켜봅이다",NA,1
"84791","차분한가벼",NA,1
"84792","차분할매",NA,1
"84793","차분할매수가능가격제",NA,1
"84794","차비상경제회",NA,1
"84795","차빼",NA,1
"84796","차빼세",NA,1
"84797","차사고",NA,1
"84798","차산업과",NA,1
"84799","차산업대장",NA,1
"84800","차산업미래대한것에",NA,1
"84801","차산업미래를",NA,1
"84802","차산업버",NA,1
"84803","차산업역품맞을것이",NA,1
"84804","차산업혁",NA,1
"84805","차산업혁명관련주로",NA,1
"84806","차산업혁명시대에",NA,1
"84807","차산업혁명에서",NA,1
"84808","차산업혁명은",NA,1
"84809","차산운용",NA,1
"84810","차샀는",NA,1
"84811","차세대먹거리",NA,1
"84812","차시대",NA,1
"84813","차신업",NA,1
"84814","차안사",NA,1
"84815","차액",NA,1
"84816","차액매물쏟아진",NA,1
"84817","차액먹고사는것들",NA,1
"84818","차오른",NA,1
"84819","차움",NA,1
"84820","차이가뭔데",NA,1
"84821","차이나게이트",NA,1
"84822","차이나는거",NA,1
"84823","차이나머",NA,1
"84824","차이후",NA,1
"84825","차익매물나온",NA,1
"84826","차익실현기회",NA,1
"84827","차익실현들",NA,1
"84828","차익실현매물",NA,1
"84829","차익실현물량",NA,1
"84830","차익실현중",NA,1
"84831","차익실현중이",NA,1
"84832","차익실현타",NA,1
"84833","차익실현하는거",NA,1
"84834","차익실현하는구",NA,1
"84835","차익실현하는사람",NA,1
"84836","차익실현한거",NA,1
"84837","차익실현해",NA,1
"84838","차익실현후",NA,1
"84839","차입니",NA,1
"84840","차입성",NA,1
"84841","차장",NA,1
"84842","차저점",NA,1
"84843","차저점가능",NA,1
"84844","차전지가",NA,1
"84845","차전지다",NA,1
"84846","차전지라",NA,1
"84847","차전지로가야",NA,1
"84848","차전지섹터날아가는",NA,1
"84849","차전지에서",NA,1
"84850","차전지주도주로날아가는데뭐하",NA,1
"84851","차전지처럼",NA,1
"84852","차조",NA,1
"84853","차조정입니",NA,1
"84854","차좀",NA,1
"84855","차주맞이해도",NA,1
"84856","차주초",NA,1
"84857","차즘차즘",NA,1
"84858","차지지선붕",NA,1
"84859","차지합",NA,1
"84860","차차리",NA,1
"84861","차참한",NA,1
"84862","차카",NA,1
"84863","차코로나공",NA,1
"84864","차크라",NA,1
"84865","차크좋고",NA,1
"84866","차토",NA,1
"84867","차트가내리막이",NA,1
"84868","차트가뜨",NA,1
"84869","차트가이쁘긴",NA,1
"84870","차트가장",NA,1
"84871","차트가좋으니깐",NA,1
"84872","차트가지",NA,1
"84873","차트강의",NA,1
"84874","차트개웃기",NA,1
"84875","차트고수",NA,1
"84876","차트고수님",NA,1
"84877","차트관",NA,1
"84878","차트그림보",NA,1
"84879","차트깨",NA,1
"84880","차트깨졌",NA,1
"84881","차트너무",NA,1
"84882","차트너무좋",NA,1
"84883","차트는과거지표",NA,1
"84884","차트는더짓말못한데",NA,1
"84885","차트다보는사람인",NA,1
"84886","차트따라갈",NA,1
"84887","차트러님에게",NA,1
"84888","차트로보",NA,1
"84889","차트를보아하니",NA,1
"84890","차트를본것보다도",NA,1
"84891","차트리스트올시오",NA,1
"84892","차트리스트입니",NA,1
"84893","차트마스터들",NA,1
"84894","차트만보고왔습니",NA,1
"84895","차트만봐",NA,1
"84896","차트만봐도",NA,1
"84897","차트멋지다",NA,1
"84898","차트모양인거를",NA,1
"84899","차트무너",NA,1
"84900","차트무너지고",NA,1
"84901","차트무너진드아아",NA,1
"84902","차트보니무섭",NA,1
"84903","차트보다",NA,1
"84904","차트보세",NA,1
"84905","차트보숑",NA,1
"84906","차트보여줄꺼",NA,1
"84907","차트본",NA,1
"84908","차트볼",NA,1
"84909","차트볼줄",NA,1
"84910","차트볼지모르",NA,1
"84911","차트볼질모리",NA,1
"84912","차트봐보",NA,1
"84913","차트분석공",NA,1
"84914","차트분석상",NA,1
"84915","차트상으",NA,1
"84916","차트아",NA,1
"84917","차트연구",NA,1
"84918","차트완성",NA,1
"84919","차트왜이",NA,1
"84920","차트움직임",NA,1
"84921","차트이쁘구",NA,1
"84922","차트이쁘네",NA,1
"84923","차트쟁이입니",NA,1
"84924","차트전문가",NA,1
"84925","차트조",NA,1
"84926","차트좋고",NA,1
"84927","차트좋다",NA,1
"84928","차트죽",NA,1
"84929","차트지금봤",NA,1
"84930","차트직",NA,1
"84931","차트최고",NA,1
"84932","차트충들거",NA,1
"84933","차트충새키들은",NA,1
"84934","차트충의",NA,1
"84935","차트한번",NA,1
"84936","차트형태",NA,1
"84937","차트확인중인",NA,1
"84938","차튼",NA,1
"84939","차티스",NA,1
"84940","차티스트인",NA,1
"84941","차파동",NA,1
"84942","차팔러갔다온다",NA,1
"84943","차팬더믹",NA,1
"84944","차펜데믹에희소식육백프로",NA,1
"84945","차포",NA,1
"84946","차폭락",NA,1
"84947","차폭락은",NA,1
"84948","차폭락이",NA,1
"84949","차표살수",NA,1
"84950","차하락열차",NA,1
"84951","차하락온",NA,1
"84952","차하락준",NA,1
"84953","차하방",NA,1
"84954","차협상",NA,1
"84955","차화정",NA,1
"84956","차회담",NA,1
"84957","차후",NA,1
"84958","착각하기",NA,1
"84959","착각하는거같은데",NA,1
"84960","착각하시",NA,1
"84961","착각하시는게있는데",NA,1
"84962","착각하지마라",NA,1
"84963","착각하지마시키",NA,1
"84964","착공",NA,1
"84965","착륙",NA,1
"84966","착복",NA,1
"84967","착수했",NA,1
"84968","착시",NA,1
"84969","착시현",NA,1
"84970","착시효과",NA,1
"84971","착실",NA,1
"84972","착실하게",NA,1
"84973","착용들하세",NA,1
"84974","착잡한",NA,1
"84975","착취기업",NA,1
"84976","착취의혁신을뜻한",NA,1
"84977","착한기업",NA,1
"84978","착한배달앱",NA,1
"84979","착한사람과",NA,1
"84980","착한익절",NA,1
"84981","착한일도",NA,1
"84982","착한일하면",NA,1
"84983","착한주식",NA,1
"84984","찬미",NA,1
"84985","찬반",NA,1
"84986","찬반투",NA,1
"84987","찬반투표",NA,1
"84988","찬밥",NA,1
"84989","찬밥뿌려",NA,1
"84990","찬밥신세",NA,1
"84991","찬성매수청",NA,1
"84992","찬성하는거",NA,1
"84993","찬성합니",NA,1
"84994","찬스쓰는",NA,1
"84995","찬슨",NA,1
"84996","찬아",NA,1
"84997","찬양글",NA,1
"84998","찬양들",NA,1
"84999","찬양론자",NA,1
"85000","찬양하는글",NA,1
"85001","찬양하믄",NA,1
"85002","찬양할뗀언제",NA,1
"85003","찬양합",NA,1
"85004","찬양해",NA,1
"85005","찬원",NA,1
"85006","찬찬",NA,1
"85007","찬찬히가",NA,1
"85008","찬찬히가지비",NA,1
"85009","찬찬히올라가야",NA,1
"85010","찬퀴벌레들",NA,1
"85011","찬키들",NA,1
"85012","찬티가더많은거보니",NA,1
"85013","찬티가많",NA,1
"85014","찬티가많으면뭐",NA,1
"85015","찬티가바글바글",NA,1
"85016","찬티가있",NA,1
"85017","찬티겁나많",NA,1
"85018","찬티글",NA,1
"85019","찬티글도",NA,1
"85020","찬티글들",NA,1
"85021","찬티글보이",NA,1
"85022","찬티글이",NA,1
"85023","찬티글이네",NA,1
"85024","찬티글좀",NA,1
"85025","찬티나오는거보",NA,1
"85026","찬티냐",NA,1
"85027","찬티넘쳐나네",NA,1
"85028","찬티네",NA,1
"85029","찬티님들이",NA,1
"85030","찬티던",NA,1
"85031","찬티도아니고",NA,1
"85032","찬티되",NA,1
"85033","찬티들도",NA,1
"85034","찬티들보",NA,1
"85035","찬티들보이냐",NA,1
"85036","찬티들아직도있",NA,1
"85037","찬티들어디",NA,1
"85038","찬티들어디갔",NA,1
"85039","찬티들어디갔냐",NA,1
"85040","찬티들어왔다",NA,1
"85041","찬티들에",NA,1
"85042","찬티라니",NA,1
"85043","찬티를",NA,1
"85044","찬티만",NA,1
"85045","찬티많은",NA,1
"85046","찬티말을",NA,1
"85047","찬티명",NA,1
"85048","찬티무새",NA,1
"85049","찬티분",NA,1
"85050","찬티불개미들",NA,1
"85051","찬티사",NA,1
"85052","찬티새기",NA,1
"85053","찬티새기들밖에없",NA,1
"85054","찬티색히덜",NA,1
"85055","찬티승",NA,1
"85056","찬티심",NA,1
"85057","찬티쓰는",NA,1
"85058","찬티오지게많아졌",NA,1
"85059","찬티장",NA,1
"85060","찬티존나많",NA,1
"85061","찬티좀",NA,1
"85062","찬티좀그만",NA,1
"85063","찬티주린이",NA,1
"85064","찬티주주지",NA,1
"85065","찬티질",NA,1
"85066","찬티질도",NA,1
"85067","찬티질하",NA,1
"85068","찬티질하는",NA,1
"85069","찬티짓을",NA,1
"85070","찬티처럼",NA,1
"85071","찬티천국이군",NA,1
"85072","찬티천지",NA,1
"85073","찬티투성이니",NA,1
"85074","찬티특",NA,1
"85075","찬티하는애들",NA,1
"85076","찬티하다",NA,1
"85077","찬티하더",NA,1
"85078","찬티하면",NA,1
"85079","찬티한테",NA,1
"85080","찬티해서",NA,1
"85081","찬티형",NA,1
"85082","찬티회로",NA,1
"85083","찬합",NA,1
"85084","찰텐",NA,1
"85085","참가자",NA,1
"85086","참가자들",NA,1
"85087","참가하시",NA,1
"85088","참가합",NA,1
"85089","참겠",NA,1
"85090","참고라",NA,1
"85091","참고로한마디",NA,1
"85092","참고바",NA,1
"85093","참고용",NA,1
"85094","참고있을려고",NA,1
"85095","참고참",NA,1
"85096","참고하거",NA,1
"85097","참고하십",NA,1
"85098","참관자",NA,1
"85099","참관하셔서",NA,1
"85100","참교육중인",NA,1
"85101","참교육한번만하",NA,1
"85102","참기름",NA,1
"85103","참남았",NA,1
"85104","참는자들에게",NA,1
"85105","참다못해",-1,1
"85106","참다참다샀더",NA,1
"85107","참담",NA,1
"85108","참담한보",NA,1
"85109","참담합니",NA,1
"85110","참더럽게버",NA,1
"85111","참되다",NA,1
"85112","참말들이많네",NA,1
"85113","참상",NA,1
"85114","참석못",NA,1
"85115","참석장",NA,1
"85116","참석해",NA,1
"85117","참수당",NA,1
"85118","참신한",2,1
"85119","참아냇",NA,1
"85120","참아네요",NA,1
"85121","참아볼랬는",NA,1
"85122","참아야되",NA,1
"85123","참앗",NA,1
"85124","참언론",NA,1
"85125","참여바랍니",NA,1
"85126","참여부탁드",NA,1
"85127","참여부탁드립니",NA,1
"85128","참여안",NA,1
"85129","참여하는이유",NA,1
"85130","참여하시겠습니",NA,1
"85131","참여해",NA,1
"85132","참여해서",NA,1
"85133","참여해주시길",NA,1
"85134","참여햇다는데",NA,1
"85135","참여했습니",NA,1
"85136","참여했으",NA,1
"85137","참웃기지",NA,1
"85138","참웃긴게",NA,1
"85139","참으세요",NA,1
"85140","참은사람은",NA,1
"85141","참을수있",NA,1
"85142","참을줄아는게",NA,1
"85143","참전",NA,1
"85144","참전안",NA,1
"85145","참조바",NA,1
"85146","참조하시",NA,1
"85147","참조혀",NA,1
"85148","참좋",NA,1
"85149","참좋은게",NA,1
"85150","참좋은주",NA,1
"85151","참좋은회사",NA,1
"85152","참좋은회사네",NA,1
"85153","참착하십시",NA,1
"85154","참패",-1,1
"85155","참패한",NA,1
"85156","참하네",NA,1
"85157","참하는데",NA,1
"85158","참호",NA,1
"85159","참혹하구",NA,1
"85160","참회하게",NA,1
"85161","찹쌀",NA,1
"85162","찻습니",NA,1
"85163","창구쪽",NA,1
"85164","창궐팽창시키는이",NA,1
"85165","창당",NA,1
"85166","창문",NA,1
"85167","창밖에비가주르",NA,1
"85168","창업아이디어",NA,1
"85169","창업자들",NA,1
"85170","창업정신",NA,1
"85171","창업하기",NA,1
"85172","창원개미",NA,1
"85173","창의적인넘들이없으니",NA,1
"85174","창작",NA,1
"85175","창작자",NA,1
"85176","창작해주길",NA,1
"85177","창조투자자문",NA,1
"85178","창좀봐",NA,1
"85179","창출전무",NA,1
"85180","창출한",1,1
"85181","창투",NA,1
"85182","창투사가",NA,1
"85183","창피고뭐고",NA,1
"85184","창피함의",NA,1
"85185","창피해",NA,1
"85186","찾고있습니",NA,1
"85187","찾아가겟지",NA,1
"85188","찾아가겠",NA,1
"85189","찾아가길",NA,1
"85190","찾아가는거같은데",NA,1
"85191","찾아가는건",NA,1
"85192","찾아가는구",NA,1
"85193","찾아갈거에요",NA,1
"85194","찾아갈것입니",NA,1
"85195","찾아갈라면",NA,1
"85196","찾아봅시",NA,1
"85197","찾아봐야겠",NA,1
"85198","찾아왔습니",NA,1
"85199","찾아주",NA,1
"85200","찾으러오면됩니",NA,1
"85201","찾으세",NA,1
"85202","찾은거지",NA,1
"85203","찾지마라",NA,1
"85204","채결되서",NA,1
"85205","채굴",NA,1
"85206","채굴코",NA,1
"85207","채굴해",NA,1
"85208","채권단",NA,1
"85209","채권입니",NA,1
"85210","채널톡",NA,1
"85211","채널톡을",NA,1
"85212","채무",NA,1
"85213","채무불이행",NA,1
"85214","채무포기",NA,1
"85215","채솟값",NA,1
"85216","채용다",NA,1
"85217","채용부탁까",NA,1
"85218","채용인원",NA,1
"85219","채우",NA,1
"85220","채우기가힘드",NA,1
"85221","채울라",NA,1
"85222","채웁니",NA,1
"85223","채웠겠",NA,1
"85224","채찍까",NA,1
"85225","채찍질하자",NA,1
"85226","채치",NA,1
"85227","채크",NA,1
"85228","채팅댓",NA,1
"85229","채팅되는어플로",NA,1
"85230","채팅시",NA,1
"85231","채팅앱만든",NA,1
"85232","채팅앱빼고",NA,1
"85233","채팅업체",NA,1
"85234","채팅하는어플가지고",NA,1
"85235","채팅하는어플떼기가지고시총",NA,1
"85236","채팅하듯이",NA,1
"85237","채팅하자",NA,1
